text,language,source
kaniṣṭho dharmato datto hy $ apyayaṃ vayasādhikaḥ &,Sanskrit,GRETIL
nyūno 'pi vayasā jyeṣṭhaḥ % auraso nātra saṃśayaḥ // Ang_1.380 //,Sanskrit,GRETIL
dattanaurase upanīte,Sanskrit,GRETIL
tasmāddattaḥ svayaṃ paścāj $ jātaṃ dharmeṇa pūrvajam &,Sanskrit,GRETIL
dharmanyūno nopanayed % yadi mohena tādṛśam // Ang_1.381 //,Sanskrit,GRETIL
pramādena hyupanayet $ syātāṃ tau patitau dhruvam &,Sanskrit,GRETIL
na tayordvandvabhāvo 'sti % kadācittu parasparam // Ang_1.382 //,Sanskrit,GRETIL
mṛtabhāryayatyādiputragrahaṇam,Sanskrit,GRETIL
mṛtabhāryo yatirvarṇī $ viśvastā dūrabhartṛkā &,Sanskrit,GRETIL
putraṃ na pratigṛhṇīyād % dūrabhāryo 'pi sūtakī // Ang_1.383 //,Sanskrit,GRETIL
adhikāro militayor $ dampatyorubhayorapi &,Sanskrit,GRETIL
kadācinna pṛthaktvena % taddāne tatpratigrahe // Ang_1.384 //,Sanskrit,GRETIL
sūtiprajananasthānā- $ pannayugmadvayasya cet &,Sanskrit,GRETIL
vastuno melanaṃ putra- % dānaṃ tadgrahaṇaṃ bhavet // Ang_1.385 //,Sanskrit,GRETIL
sūtiprajananasthāna- $ yugmadvandvamanaḥsukham &,Sanskrit,GRETIL
acañcalaṃ sthiraṃ tuṣṭaṃ % cenmanastaccarennanu // Ang_1.386 //,Sanskrit,GRETIL
dampatī dampatīcittaṃ $ tuṣṭaṃ kṛtvāmbarādibhiḥ &,Sanskrit,GRETIL
kṛtvā ca śapathaṃ gāḍhaṃ % bhaviṣyatkāryahetave // Ang_1.387 //,Sanskrit,GRETIL
sākṣiṇāṃ purato nūnaṃ $ devabrāhmaṇasannidhau &,Sanskrit,GRETIL
rājñe bandhuni cāvedya % gṛhṇīyātāṃ sutaṃ tataḥ // Ang_1.388 //,Sanskrit,GRETIL
tatkāle pratijñāya tadakaraṇe,Sanskrit,GRETIL
śapathānantaraṃ kālān $ maryādā yā kṛtā purā &,Sanskrit,GRETIL
narāstānullaṅghayata % rājā rāṣṭrātpravāsayet // Ang_1.389 //,Sanskrit,GRETIL
"patnīṣu sutasvīkārakāle yā sannihitā sā mātā, anyā sapatnīmātā",Sanskrit,GRETIL
sutasvīkaraṇe yā ''rāt $ sthitā sā 'mbāsya vai bhavet &,Sanskrit,GRETIL
sāpatnī jananī dūra- % sthitā bhavati nānyathā // Ang_1.390 //,Sanskrit,GRETIL
anye mātṛmātāmahādayaḥ,Sanskrit,GRETIL
dve tisro vā sthitāścettu $ tadārādeva kevalam &,Sanskrit,GRETIL
putragrahaṇatuṣṭyaiva % bhartrā sākaṃ hṛdā tayā // Ang_1.391 //,Sanskrit,GRETIL
nikhilā mātaro jñeyā $ bahumātṛka eva saḥ &,Sanskrit,GRETIL
tadānīṃ svīkṛtasuto % nātra kāryā vicāraṇā // Ang_1.392 //,Sanskrit,GRETIL
tāsāṃ ca pitaraḥ sarve $ 'pyasya mātāmahāḥ smṛtāḥ &,Sanskrit,GRETIL
sarvaśrāddheṣvanenātha % sarvān mātāmahān kramāt // Ang_1.393 //,Sanskrit,GRETIL
ekasminneva tatpiṇḍe $ yojayedvā pṛthaktu vā &,Sanskrit,GRETIL
piṇḍānvā nikṣipetteṣāṃ % smartḥṇāmatra kevalam // Ang_1.394 //,Sanskrit,GRETIL
vacanānāṃ samatvena $ vikalpastulya eva hi &,Sanskrit,GRETIL
yathāruci prakurvīta % yathā vā purataḥ kṛtam // Ang_1.395 //,Sanskrit,GRETIL
tathaiva paścātkurvīta $ sarvatraivaṃ hi nirṇayaḥ &,Sanskrit,GRETIL
sapatnīpitā na mātāmahaḥ,Sanskrit,GRETIL
sapatnījananītāto % na tu mātāmaho bhavet // Ang_1.396 //,Sanskrit,GRETIL
sapatnīmātṛtarpaṇam,Sanskrit,GRETIL
sapatnījananī nitya- $ tarpaṇe dvañjalī labhet &,Sanskrit,GRETIL
svamātṛvattyrañjaliṃ sā % kadācidapi no labhet // Ang_1.397 //,Sanskrit,GRETIL
punarvivāhitenaiva $ tadbhāryā dvañjaliṃ labhet &,Sanskrit,GRETIL
aputrā vā saputrā vā % tatsamā sā prakīrtitā // Ang_1.398 //,Sanskrit,GRETIL
tasyā aupāsanāgnau śrāddham,Sanskrit,GRETIL
tasyā aupāsane śrāddham $ agnau kuryānna laukike &,Sanskrit,GRETIL
yadi kuryātpramādena % kulaṃ tasya vinaśyati // Ang_1.399 //,Sanskrit,GRETIL
patnyā agniḥ,Sanskrit,GRETIL
yataḥ patnīmṛtadinaṃ $ pitṛnāśadinena vai &,Sanskrit,GRETIL
tulyatvenaiva kathitaṃ % tasyāḥ ko vā vimūḍhadhīḥ // Ang_1.400 //,Sanskrit,GRETIL
laukikāgnau prakurvīta $ svasamāyā vicakṣaṇaḥ &,Sanskrit,GRETIL
sā vidyamānā bhāryaiva % mṛtā cenmātṛvargagā // Ang_1.401 //,Sanskrit,GRETIL
bhrātṛputragrahaṇavidhiḥ,Sanskrit,GRETIL
kṛtatrayavivāhasya $ patnīṃ dṛṣṭvā ciraṃ pṛthak &,Sanskrit,GRETIL
dvādaśābdamalabhyaitaṃ % tadrajodarśanātparam // Ang_1.402 //,Sanskrit,GRETIL
putragrahaḥ prakathito $ mukhyo 'yaṃ tadgrahe vidhiḥ &,Sanskrit,GRETIL
tatra sākṣātkaniṣṭhasya % sutaścejjātamātrakaḥ // Ang_1.403 //,Sanskrit,GRETIL
pravaraḥ kathitaḥ sadbhis $ tasya vyavahitaśca cet &,Sanskrit,GRETIL
tasmānnyūno bhavetputra % evaṃ dvitrivibhedataḥ // Ang_1.404 //,Sanskrit,GRETIL
bhrātuḥ putro bhavennyūnaḥ $ sadyaḥ stanyarasagrahāt &,Sanskrit,GRETIL
paraṃ tadgrahaṇātputras % tasmānnyūnaḥ prajāyate // Ang_1.405 //,Sanskrit,GRETIL
evamanyeṣu navasu $ jātahomātparaṃ pṛthak &,Sanskrit,GRETIL
dinabhedena tannyūno % datto bhavati putrakaḥ // Ang_1.406 //,Sanskrit,GRETIL
tato jyeṣṭhasya cetputras $ tannyūno nātra saṃśayaḥ &,Sanskrit,GRETIL
na cāpyekadvitribhedād % bhrātā vyavahito yadi // Ang_1.407 //,Sanskrit,GRETIL
tasya sūnustathā nyūna $ evameva punastvatha &,Sanskrit,GRETIL
sāpatnīmātṛtanayā % unneyā jyeṣṭhataḥ param // Ang_1.408 //,Sanskrit,GRETIL
tanayāḥ śāstramārgeṇa $ nyūnā eva bhavanti te &,Sanskrit,GRETIL
evaṃ pitṛvyatanaya- % tanayāśca pṛthagvidhāḥ // Ang_1.409 //,Sanskrit,GRETIL
tannyūnā eva kathitāḥ $ sagotrā evameva vai &,Sanskrit,GRETIL
vijñeyāḥ kila kiṃ bhinna- % gotrāścettu tataḥ punaḥ // Ang_1.410 //,Sanskrit,GRETIL
kiṃ vācyamasti tajjñātvā $ buddhimān kāladeśakau &,Sanskrit,GRETIL
samālocya vidhānena % kuryātputrasya saṃgraham // Ang_1.411 //,Sanskrit,GRETIL
vibhāge bhrātarastulyāḥ,Sanskrit,GRETIL
vibhāge bhrātarastulyās $ tatputrāstatsamā hi yat &,Sanskrit,GRETIL
te gṛhītvā na turyāśaṃ % tallabhante sutodbhave // Ang_1.412 //,Sanskrit,GRETIL
samameva labhante 'ṃśam $ aurasena samā hi te &,Sanskrit,GRETIL
dharmapatnyāṃ samudbhūta % aurasaḥ kathito budhaiḥ // Ang_1.413 //,Sanskrit,GRETIL
dvitīyādisamudbhūto $ na tatsāmyamavāpnuyāt &,Sanskrit,GRETIL
kāmajaputrāḥ,Sanskrit,GRETIL
dharmapatnīsutaṃ prāhur % aurasaṃ brahmavādinaḥ // Ang_1.414 //,Sanskrit,GRETIL
dvitīyādisutān sarvān $ kāmajāniti cocire &,Sanskrit,GRETIL
dharmapatnīsuto jyaiṣṭhyaṃ % dattādgauravamāpnuyāt // Ang_1.415 //,Sanskrit,GRETIL
paścājjātaḥ kaniṣṭho 'pi $ dvitīyādisutāstu cet &,Sanskrit,GRETIL
pitryādikriyayā kālād % dharmapatnīsutaiḥ samāḥ // Ang_1.416 //,Sanskrit,GRETIL
bhavantyapi na saṃdehas $ tathāpi punarekakam &,Sanskrit,GRETIL
pravadāmi samudbhūtas % tasmāttatkāryakṛdbhavet // Ang_1.417 //,Sanskrit,GRETIL
vayo 'dhiko dattasuto $ na tatkārye prabhurbhavet &,Sanskrit,GRETIL
dattasūnurdharmapatnyāḥ % sati tāte 'thavā na cet // Ang_1.418 //,Sanskrit,GRETIL
dvibhāryake kriyākṛccet $ tadbhāryāyā (athāpi vā) &,Sanskrit,GRETIL
dattasūnustayoranya- % tarasya yadi karmakṛt // Ang_1.419 //,Sanskrit,GRETIL
satyaurase tatsamo 'yaṃ $ prabhavediti vai manuḥ &,Sanskrit,GRETIL
dauhitro yadi dattaḥ syād % bhrātṛjo vā tathāvidhaḥ // Ang_1.420 //,Sanskrit,GRETIL
aurasenaiva tulitau $ satataṃ dharmatatparau &,Sanskrit,GRETIL
dattasya pitarau proktau % grāhakāveva saṃtatam // Ang_1.421 //,Sanskrit,GRETIL
pitṛtvamapi dattena $ tiṣṭhejjanakayorna tu &,Sanskrit,GRETIL
dānahomātparaṃ tasmāt % pitarāvasya tau matau // Ang_1.422 //,Sanskrit,GRETIL
na tiṣṭhati tadanyatra % kriyāśatasahasrakāt // Ang_1.423 //,Sanskrit,GRETIL
yathā na tatkāryakaraṃ % mātṛtvamapi tattathā // Ang_1.424 //,Sanskrit,GRETIL
tāsāṃ bhavati tasmāttu % na tanmātṛtvamuccaret // Ang_1.425 //,Sanskrit,GRETIL
prajāpatibhyo hyabhimānasūnuḥ $ pitṛvyasūnustvathavā sagotraḥ &,Sanskrit,GRETIL
jyeṣṭhaḥ kanīyānna bhavettathaiko % na bhinnagotro na sagotravidviṭ // Ang_1.426 //,Sanskrit,GRETIL
sagotryasaṃmataḥ sūnur $ yaḥ kaścana samāgataḥ &,Sanskrit,GRETIL
putratvenodaraparo % nābhimānasuto bhavet // Ang_1.427 //,Sanskrit,GRETIL
dharmapatnīsuto varṇī $ dvitīyādisuto gṛhī &,Sanskrit,GRETIL
jātaputro 'pyāhitāgnir % na samastena varṇinā // Ang_1.428 //,Sanskrit,GRETIL
dharmapatnīsuto bālo $ dvitīyādisuto yuvā &,Sanskrit,GRETIL
āhitāgnirdaśasuto % na samastena coditaḥ // Ang_1.429 //,Sanskrit,GRETIL
sa eva pitṛkṛtyeṣu $ mukhyakartā na saṃśayaḥ &,Sanskrit,GRETIL
anupeto 'pyasau yadyapy % atha tatkartṛto 'khilam // Ang_1.430 //,Sanskrit,GRETIL
kārayejjyeṣṭhamukhatas $ tathā cetkarma tatparam &,Sanskrit,GRETIL
jātamātre dharmapatnī- % sute gauṇasutāḥ pare // Ang_1.431 //,Sanskrit,GRETIL
dvitīyādipurodbhūtā $ bhaveyustatkṣaṇānnanu &,Sanskrit,GRETIL
dharmapatnīsutotpatyā % dattatatkāryato 'pi ca // Ang_1.432 //,Sanskrit,GRETIL
dvitīyādisutānāṃ syāt $ sadyo hainyaṃ śrutīritam &,Sanskrit,GRETIL
tatpatnīkarmakartā ced % dvitīyātanayasya saḥ // Ang_1.433 //,Sanskrit,GRETIL
dattādau viśeṣaḥ,Sanskrit,GRETIL
datto 'dhikaścedbhavati $ pituryadi punastarām &,Sanskrit,GRETIL
asannidhau sannidhau vā % tāte jīvati dattakaḥ // Ang_1.434 //,Sanskrit,GRETIL
tadbhāryākarmakartā cet $ tatsutāpatiriṣyate &,Sanskrit,GRETIL
dvitīyātanayaścettu % karmakṛddattakastadā // Ang_1.435 //,Sanskrit,GRETIL
sadyo hainyamavāpnoti $ na jyeṣṭhātanayo yadi &,Sanskrit,GRETIL
tātastaddharmapatnī ca % samau dattasya saṃtatam // Ang_1.436 //,Sanskrit,GRETIL
parāṇi tatkalatrāṇi $ saṃskāryāṇi suto na cet &,Sanskrit,GRETIL
sute sati sa eva syāt % tatkarmaṇi na cetaraḥ // Ang_1.437 //,Sanskrit,GRETIL
sarvadaivaṃ samākhyāto $ na tenāyaṃ hi durbalaḥ &,Sanskrit,GRETIL
dattena tatkalatrasya % prathamasya kṛtā kriyā // Ang_1.438 //,Sanskrit,GRETIL
satyanyātanaye tāvan- $ mātreṇāyamathādhikaḥ &,Sanskrit,GRETIL
turyāṃśo 'pi samāṃśaḥ syāt % tādṛśaṃ karma tatkṛtam // Ang_1.439 //,Sanskrit,GRETIL
sati dattasute tasmāt $ pitṛpatnyā vicakṣaṇaḥ &,Sanskrit,GRETIL
jyeṣṭhāyāstatkaniṣṭhājaḥ % svayaṃ karma samācaret // Ang_1.440 //,Sanskrit,GRETIL
jyeṣṭhena dattaputreṇa $ tatkṣetrasya pitustu vā &,Sanskrit,GRETIL
kṛte karmaṇi tasya syād % ādhikyaṃ tatsutātparam // Ang_1.441 //,Sanskrit,GRETIL
tāte sati kalatrasya $ tatpuro jyāyaso 'sya cet &,Sanskrit,GRETIL
kṛtaṃ karma hi dattena % sadyaḥ putrādhiko bhavet // Ang_1.442 //,Sanskrit,GRETIL
putreṣu satsu dattena $ pituḥ karma kṛtaṃ tu cet &,Sanskrit,GRETIL
na tadā tasya vādhikyaṃ % svāmyaṃ kimapi labhyate // Ang_1.443 //,Sanskrit,GRETIL
yadi tajjyeṣṭhabhāryāyā $ aputrāyāḥ kṛtaṃ tu tat &,Sanskrit,GRETIL
karma tatpurato nūnaṃ % dattaḥ syādadhikaḥ sutāt // Ang_1.444 //,Sanskrit,GRETIL
pituḥ karma kṛtaṃ tena $ dattena yadi tatparam &,Sanskrit,GRETIL
apyayaṃ mukhyakartā na % mukhyaḥ syātsuta eva vai // Ang_1.445 //,Sanskrit,GRETIL
nikhilebhyo sutebhyo 'sāv $ auraso hyatiricyate &,Sanskrit,GRETIL
"patnīviśeṣāḥ, tatra dharmapatnī",Sanskrit,GRETIL
auraso dharmapatnījo % dharmapatnī ca kevalam // Ang_1.446 //,Sanskrit,GRETIL
yā 'nena pūrvaṃ bālā vā $ durguṇā vā vivāhitā &,Sanskrit,GRETIL
saivāsya dharmapatnī syād % dharmavidbhirudāhṛtā // Ang_1.447 //,Sanskrit,GRETIL
dvitīyapatnī,Sanskrit,GRETIL
tatpaścādyā kulīnā vā $ surūpā vā vayo 'dhikā &,Sanskrit,GRETIL
na sāsya dharmapatnī syād % vitīyā bhoginī smṛtā // Ang_1.448 //,Sanskrit,GRETIL
sati cettanaye talpe $ punaḥ kāmādvivāhitā &,Sanskrit,GRETIL
dvitīyā bhoginī nārī % dharmapatnī na socyate // Ang_1.449 //,Sanskrit,GRETIL
putrāṇāṃ jyaiṣṭhyakāniṣṭhyam,Sanskrit,GRETIL
dharmapatnīsamudbhūto $ jyeṣṭhaputra iti smṛtaḥ &,Sanskrit,GRETIL
patnī tanayarāhitya- % kṛtavaivāhikasya sā // Ang_1.450 //,Sanskrit,GRETIL
yeyamūḍhā dharmahetor $ dharmapatnyabhicoditā &,Sanskrit,GRETIL
bhoginī,Sanskrit,GRETIL
kalatre sati putre vā % pautre naptari santatau // Ang_1.451 //,Sanskrit,GRETIL
sthitāyāṃ yeyamūḍhā syād $ bhoginī kāñcanāhvayā &,Sanskrit,GRETIL
bharmaṇāvāvātādipatnayaḥ,Sanskrit,GRETIL
bharmaṇo yāni nāmāni % tāni sarvāṇi kṛtstraśaḥ // Ang_1.452 //,Sanskrit,GRETIL
labhate 'tastu sā proktā $ dvitīyā kāñcanāhvayā &,Sanskrit,GRETIL
na dharmapatnī bhavati % bhoginyeva parā smṛtā // Ang_1.453 //,Sanskrit,GRETIL
bharmaṇeyaṃ yataḥ sādhyā $ vanitā tena sā smṛtā &,Sanskrit,GRETIL
sarvasvarṇapadairvācyā % vāvāteti ca phaṇyate // Ang_1.454 //,Sanskrit,GRETIL
parā durvarṇanāmāni $ yāni khyātāni bhūtale &,Sanskrit,GRETIL
tāni sarvāṇyavāpnoti % tṛtīyeti ca tāṃ viduḥ // Ang_1.455 //,Sanskrit,GRETIL
parivṛttīti tāmeke $ vijñeyā vimalāmiti &,Sanskrit,GRETIL
haridrāṃ hariṇīṃ kalyāṃ % jagadurbrahmavādinaḥ // Ang_1.456 //,Sanskrit,GRETIL
etāsāṃ tanayāḥ sarve $ 'pyuttarottaradurbalāḥ &,Sanskrit,GRETIL
dharmapatnīsutānnyūnā % vayasāpyadhikāstarām // Ang_1.457 //,Sanskrit,GRETIL
prathamā dharmapatnī ca $ subhagā mahiṣīti ca &,Sanskrit,GRETIL
satkarṇīti ca kalyāṇī % dharmajñaiḥ kathitā hi sā // Ang_1.458 //,Sanskrit,GRETIL
dharmapatnīsuto bālo $ mauñjīvirahito 'pi vā &,Sanskrit,GRETIL
tiṣṭhatsu cānyāputreṣu % karmabhiḥ satkṛteṣvapi // Ang_1.459 //,Sanskrit,GRETIL
uttamaḥ pitṛkṛtyeṣu $ tasmādagnipradaḥ sa tu &,Sanskrit,GRETIL
tena prādhānikaṃ karma % yadyattattattu tanmukhāt // Ang_1.460 //,Sanskrit,GRETIL
samyakkārayituṃ nyāyyaṃ $ mantrān sarvānpare sutāḥ &,Sanskrit,GRETIL
paṭheyurvai vidhānena % caiva dharmo 'khilo mahān // Ang_1.461 //,Sanskrit,GRETIL
vihitastu samāsena $ tena yāvatkṛtaṃ na tu &,Sanskrit,GRETIL
tāvatsa tu mṛto tātaḥ % paralokaṃ na vindati // Ang_1.462 //,Sanskrit,GRETIL
pretatvācca na nirmuktaḥ $ kṣuttṛṣṇāpīḍitastarām &,Sanskrit,GRETIL
śaraṇaṃ yatra kutrāpi hy % aṭan dhāvan khalan bhraman // Ang_1.463 //,Sanskrit,GRETIL
nityaṃ ca salilākāṅkṣī $ pretaloke hyadhomukhaḥ &,Sanskrit,GRETIL
rugṇo muṇḍaśca vikalo % jaḍo bhrāntaśca durmanāḥ // Ang_1.464 //,Sanskrit,GRETIL
nivasedeva satataṃ $ tasmādaurasa eva saḥ &,Sanskrit,GRETIL
dharmapatnījasya sparśamātrakartṛtvam,Sanskrit,GRETIL
dharmapatnīsamudbhūto hy % aparijñātavarṇakaḥ // Ang_1.465 //,Sanskrit,GRETIL
pretakāryasparśamātraṃ $ snātvā kuryādamantrakam &,Sanskrit,GRETIL
tāvanmātreṇa tattātaḥ % kṛtakṛtyaḥ sukhītarām // Ang_1.466 //,Sanskrit,GRETIL
samyak pitṛtvamāpnoti $ nityānandaḥ prajāyate &,Sanskrit,GRETIL
tattanmātustattanayā % mukhyakartāra īritāḥ // Ang_1.467 //,Sanskrit,GRETIL
satsvauraseṣu mukhyatvāt $ ta eva kathitāḥ parāḥ &,Sanskrit,GRETIL
tattatkarmasu kartāro % nānyamātṛsamudbhavāḥ // Ang_1.468 //,Sanskrit,GRETIL
dharmapatnīsute bāle $ kevalaṃ rahitākṣare &,Sanskrit,GRETIL
aspaṣṭaspaṣṭavarṇe vā % vidyamāne mṛte tu vā // Ang_1.469 //,Sanskrit,GRETIL
kakṣyānantaraniṣṭhena $ yena kena sutena vā &,Sanskrit,GRETIL
tatsamenā 'thavā bhrātrā % śiṣyeṇānyena bandhunā // Ang_1.470 //,Sanskrit,GRETIL
sarvaṃ kārayitavyaṃ syāt $ samantreṇātra tatra cet &,Sanskrit,GRETIL
yadyatprādhānikaṃ karma % tatra tatrāsya vai śiśoḥ // Ang_1.471 //,Sanskrit,GRETIL
sānnidhyaṃ sparśamātrakartṛtvam,Sanskrit,GRETIL
sparśamātraḥ prakartavyas $ tatsānnidhyaṃ ca kevalam &,Sanskrit,GRETIL
apekṣitaṃ mṛtasyātra % mahātṛptyaikahetave // Ang_1.472 //,Sanskrit,GRETIL
tatsānnidhyasparśamātrāt $ sa mṛtaḥ sukhabhāgalam &,Sanskrit,GRETIL
bhavedeva na saṃdehas % tathā tasmāttu taccaret // Ang_1.473 //,Sanskrit,GRETIL
mṛtasyaitāni proktāni $ tārakāṇi mahātmabhiḥ &,Sanskrit,GRETIL
kārakāṇi mahātṛptes % tānīmāni smṛtāni hi // Ang_1.474 //,Sanskrit,GRETIL
śrāddhādāvatyantatṛptikarāṇi,Sanskrit,GRETIL
jakārapañcakaṃ tvekaṃ $ dharmapatnījasannidhiḥ &,Sanskrit,GRETIL
tatkāryakaraṇaṃ tadvad % grahaṇaśrāddhameva ca // Ang_1.475 //,Sanskrit,GRETIL
gayāśrāddhaṃ ca phalgunyāḥ $ śākaśrāddhamathāpi ca &,Sanskrit,GRETIL
tathaiva varaṇaṃ gauryā % vṛṣotsarjanameva ca // Ang_1.476 //,Sanskrit,GRETIL
mahālayaśca panasas $ ta ete nikhilāḥ parāḥ &,Sanskrit,GRETIL
atyantatṛptimuktyaika- % nidānānīti tān jaguḥ // Ang_1.477 //,Sanskrit,GRETIL
janmabhūmyādikaṃ tatra $ tajjakārasya pañcakam &,Sanskrit,GRETIL
mṛtasya tārakaṃ pūrvaṃ % tatparaṃ tvaurasasya vai // Ang_1.478 //,Sanskrit,GRETIL
sānnidhyaṃ mṛtikāle tu $ dvitīyādisutasya vā &,Sanskrit,GRETIL
paralokānukūlā yā % mṛtasya prabhavettathā // Ang_1.479 //,Sanskrit,GRETIL
tatkriyā mantrapūrvaivaṃ $ mṛtasya prabhavettathā &,Sanskrit,GRETIL
evaṃ syādgrahaṇaśrāddhaṃ % gayāśrāddhamathāparam // Ang_1.480 //,Sanskrit,GRETIL
tṛptidaṃ phālgunīśrāddham $ aṣṭottaraśatairuta &,Sanskrit,GRETIL
śāke śrāddhaṃ yatkriyate % tadekamatha tārakam // Ang_1.481 //,Sanskrit,GRETIL
gaurīdānaṃ pitṛtṛptikaram,Sanskrit,GRETIL
gaurīdānaṃ vṛṣotsargaḥ $ pākṣiko 'yaṃ mahālayaḥ &,Sanskrit,GRETIL
sthāpanaṃ panasākhyasya % tānīmāni smṛtāni hi // Ang_1.482 //,Sanskrit,GRETIL
pitḥṇāmapi sarveṣāṃ $ vallabhānīti vai jaguḥ &,Sanskrit,GRETIL
jakārapañcakaṃ vatsaḥ % paralokagatasya tat // Ang_1.483 //,Sanskrit,GRETIL
tṛptyai sataraṇāyāpi $ provācaivaṃ na cetarat &,Sanskrit,GRETIL
jakārapañcakam,Sanskrit,GRETIL
jalārdhaṃ jāhnavītīraṃ % janārdanamahāsmṛtiḥ // Ang_1.484 //,Sanskrit,GRETIL
jvalano jananotpanna- $ sutasānnidhyameva ca &,Sanskrit,GRETIL
jakārapañcakaṃ proktaṃ % kathitaṃ janmamocakam // Ang_1.485 //,Sanskrit,GRETIL
grahaṇaśrāddhalakṣaṇam,Sanskrit,GRETIL
grahasparśādatha yatan $ sadyaḥ patnyādibhirvṛtaḥ &,Sanskrit,GRETIL
tadānnenaivaṃ yacchrāddhaṃ % karoti pitṛtṛptaye // Ang_1.486 //,Sanskrit,GRETIL
snātvā tenaiva vidhinā $ tadgrahaśrāddhamucyate &,Sanskrit,GRETIL
tadetatkila deveśo % bhagavān bhūtabhāvanaḥ // Ang_1.487 //,Sanskrit,GRETIL
ṣoḍaśaśrāddhatulitaṃ $ mahādānaśatādhikam &,Sanskrit,GRETIL
provāca kila sarveśo % gayasya sumahātmanaḥ // Ang_1.488 //,Sanskrit,GRETIL
gayāphalgunikāśāka- $ śrāddhānyetatsamāni vai &,Sanskrit,GRETIL
gaurīdānaṃ tathaiveti % vṛṣotsarjanameva ca // Ang_1.489 //,Sanskrit,GRETIL
mahānti niṣkriyāṇīti $ manuḥ kātyāyano 'ṅgirāḥ &,Sanskrit,GRETIL
kutsavatsāgnibharata- % viśvāmitraśukādayaḥ // Ang_1.490 //,Sanskrit,GRETIL
naiteṣāṃ tulyamaparaṃ $ paitṛkaṃ karma vidyate &,Sanskrit,GRETIL
lokatraye 'pi paramaṃ % tasmādeteṣu caikakam // Ang_1.491 //,Sanskrit,GRETIL
api kartā kṛtārthaḥ syāt $ sukṛtī pitṛtārakaḥ &,Sanskrit,GRETIL
ityevamenaṃ jahṛṣuḥ % panasasthāpakaṃ tu tam // Ang_1.492 //,Sanskrit,GRETIL
vayaṃ na vidmaḥ ko vā sa $ dūrvāsājanako 'thavā &,Sanskrit,GRETIL
kumbhodbhavo dadhīcirvā % śibirvā nahuṣo nalaḥ // Ang_1.493 //,Sanskrit,GRETIL
māndhātā vā 'pyalarko vā $ hariścandro 'thavā mahān &,Sanskrit,GRETIL
gayo rāmo 'thavā śrīmān % eṣu caiko 'thavā na cet // Ang_1.494 //,Sanskrit,GRETIL
etatsamaṣṭirlokānāṃ $ hitāyā 'tra bhuvaḥ sthale &,Sanskrit,GRETIL
avatīrṇo na sandeha % iti brahmā śivo hariḥ // Ang_1.495 //,Sanskrit,GRETIL
panase sthāpite mahān viśeṣaḥ,Sanskrit,GRETIL
panasasthāpakaṃ procuḥ $ śalāṭostasya pṛṣṭhataḥ &,Sanskrit,GRETIL
sarve kaṇṭakarūpeṇa % samāśrityaiva santatam // Ang_1.496 //,Sanskrit,GRETIL
aṣṭottaraśataśrāddha- $ divyaśākaviśeṣakāḥ &,Sanskrit,GRETIL
pravartante yatastasmāt % tadā śākasahasrakam // Ang_1.497 //,Sanskrit,GRETIL
tasyāsya divyarūpasya $ pitṛprāṇaikarūpiṇaḥ &,Sanskrit,GRETIL
sarvadevasvarūpasya % sarvamantramayasya ca // Ang_1.498 //,Sanskrit,GRETIL
sarvayajñamahātīrtha- $ saridagnisuvarṣmaṇaḥ &,Sanskrit,GRETIL
nikhilāgamaśāstraugha- % vratakṛcchrāmṛtāndhasām // Ang_1.499 //,Sanskrit,GRETIL
nidhānasya pavitrasya $ pitryākarṣaṇavarṣmaṇaḥ &,Sanskrit,GRETIL
sthāpanaṃ kriyate yena % tacchāyāpatramūlakaiḥ // Ang_1.500 //,Sanskrit,GRETIL
phalaiḥ śalāṭubhirvāpi $ kāṣṭhaiśchāyābhireva ca &,Sanskrit,GRETIL
kriyate pitṛtṛptiḥ syād % buddhipūrvamabuddhitaḥ // Ang_1.501 //,Sanskrit,GRETIL
tasya puṇyaphalaṃ vaktuṃ $ guruṇā brahmaṇāpi vā &,Sanskrit,GRETIL
śakyaṃ varṣasahasreṇa % phaṇirājena vā na tu // Ang_1.502 //,Sanskrit,GRETIL
purā kila pitṛtṛpti- $ hetavo 'khilaśākakāḥ &,Sanskrit,GRETIL
tapastaptvā vareṇātha % brahmaṇaḥ panasaṃ śritāḥ // Ang_1.503 //,Sanskrit,GRETIL
alarkaśrāddham,Sanskrit,GRETIL
alakālarkakārūṣā- $ cyutacūtānarāmarāḥ &,Sanskrit,GRETIL
saptasveteṣvacyutaśced % alarkaścājarāstrayaḥ // Ang_1.504 //,Sanskrit,GRETIL
pratimāsajabhedena $ smṛtā dvādaśajātayaḥ &,Sanskrit,GRETIL
ataḥ ṣaṭtriṃśatkasaṃkhyā % tasmādetattrayasya ca // Ang_1.505 //,Sanskrit,GRETIL
eteṣāṃ māsajānāṃ syād $ ekajātiśalāṭutaḥ &,Sanskrit,GRETIL
tadbhinnaikādaśānāṃ ca % śalāṭuphalabhedataḥ // Ang_1.506 //,Sanskrit,GRETIL
dvaividhyaṃ kila saṃprāptaṃ $ śalāṭorapi vai muhuḥ &,Sanskrit,GRETIL
ārdraśuṣkaprabhedena % dvaividhyaṃ samupāgatam // Ang_1.507 //,Sanskrit,GRETIL
tadvatphalānāṃ ca puna- $ dvaividhyaṃ samupāgatam &,Sanskrit,GRETIL
taccaitrāmalako grāhya % āśaratsapavitrakaḥ // Ang_1.508 //,Sanskrit,GRETIL
